$GPGGA,013859.24,3215.99659892,N,11357.98174836,E,1,35,0.5,97.744,M,-17.408,M,,*72
$GPGGA,013859.26,3215.99659910,N,11357.98174836,E,1,35,0.5,97.744,M,-17.408,M,,*7B
$GPGGA,013859.28,3215.99659904,N,11357.98174836,E,1,35,0.5,97.744,M,-17.408,M,,*70
$GPGGA,013859.30,3215.99659892,N,11357.98174848,E,1,35,0.5,97.745,M,-17.408,M,,*7F
$GPGGA,013859.32,3215.99659877,N,11357.98174860,E,1,35,0.5,97.745,M,-17.408,M,,*7C
$GPGGA,013859.34,3215.99659889,N,11357.98174847,E,1,35,0.5,97.746,M,-17.408,M,,*7D
$GPGGA,013859.36,3215.99659920,N,11357.98174827,E,1,35,0.5,97.746,M,-17.408,M,,*7B
$GPGGA,013859.38,3215.99659947,N,11357.98174825,E,1,35,0.5,97.746,M,-17.408,M,,*76
$GPGGA,013859.40,3215.99659983,N,11357.98174823,E,1,35,0.5,97.748,M,-17.408,M,,*79
$GPGGA,013859.42,3215.99659979,N,11357.98174829,E,1,35,0.5,97.748,M,-17.408,M,,*74
$GPGGA,013859.44,3215.99659978,N,11357.98174827,E,1,35,0.5,97.748,M,-17.408,M,,*7D
$GPGGA,013859.46,3215.99659978,N,11357.98174823,E,1,35,0.5,97.747,M,-17.408,M,,*74
$GPGGA,013859.48,3215.99659952,N,11357.98174794,E,1,35,0.5,97.748,M,-17.408,M,,*7E
$GPGGA,013859.50,3215.99659943,N,11357.98174780,E,1,35,0.5,97.748,M,-17.408,M,,*72
$GPGGA,013859.52,3215.99659915,N,11357.98174797,E,1,35,0.5,97.747,M,-17.408,M,,*7A
$GPGGA,013859.54,3215.99659931,N,11357.98174816,E,1,35,0.5,97.745,M,-17.408,M,,*7E
$GPGGA,013859.56,3215.99659951,N,11357.98174817,E,1,35,0.5,97.745,M,-17.408,M,,*7B
$GPGGA,013859.58,3215.99659935,N,11357.98174802,E,1,35,0.5,97.746,M,-17.408,M,,*70
$GPGGA,013859.60,3215.99659970,N,11357.98174806,E,1,35,0.5,97.748,M,-17.408,M,,*70
$GPGGA,013859.62,3215.99659953,N,11357.98174800,E,1,35,0.5,97.748,M,-17.408,M,,*75
$GPGGA,013859.64,3215.99659940,N,11357.98174802,E,1,35,0.5,97.748,M,-17.408,M,,*73
$GPGGA,013859.66,3215.99659931,N,11357.98174825,E,1,35,0.5,97.748,M,-17.408,M,,*72
$GPGGA,013859.68,3215.99659935,N,11357.98174832,E,1,35,0.5,97.747,M,-17.408,M,,*71
$GPGGA,013859.70,3215.99659975,N,11357.98174869,E,1,35,0.5,97.745,M,-17.408,M,,*70
$GPGGA,013859.72,3215.99659994,N,11357.98174874,E,1,35,0.5,97.745,M,-17.408,M,,*71
$GPGGA,013859.74,3215.99659973,N,11357.98174852,E,1,35,0.5,97.747,M,-17.408,M,,*78
$GPGGA,013859.76,3215.99659938,N,11357.98174842,E,1,35,0.5,97.747,M,-17.408,M,,*74
$GPGGA,013859.78,3215.99659941,N,11357.98174844,E,1,35,0.5,97.746,M,-17.408,M,,*73
$GPGGA,013859.80,3215.99659977,N,11357.98174853,E,1,35,0.5,97.748,M,-17.408,M,,*79
$GPGGA,013859.82,3215.99659992,N,11357.98174839,E,1,35,0.5,97.748,M,-17.408,M,,*7C
$GPGGA,013859.84,3215.99659995,N,11357.98174850,E,1,35,0.5,97.747,M,-17.408,M,,*7D
$GPGGA,013859.86,3215.99659969,N,11357.98174813,E,1,35,0.5,97.749,M,-17.408,M,,*75
$GPGGA,013859.88,3215.99659972,N,11357.98174793,E,1,35,0.5,97.749,M,-17.408,M,,*76
$GPGGA,013859.90,3215.99659981,N,11357.98174780,E,1,35,0.5,97.749,M,-17.408,M,,*71
$GPGGA,013859.92,3215.99659985,N,11357.98174807,E,1,35,0.5,97.749,M,-17.408,M,,*77
$GPGGA,013859.94,3215.99659960,N,11357.98174808,E,1,35,0.5,97.750,M,-17.408,M,,*7D
$GPGGA,013859.96,3215.99659923,N,11357.98174832,E,1,35,0.5,97.750,M,-17.408,M,,*71
$GPGGA,013859.98,3215.99659908,N,11357.98174842,E,1,35,0.5,97.749,M,-17.408,M,,*79
$GPGGA,013900.00,3215.99659942,N,11357.98174866,E,1,35,0.5,97.750,M,-17.408,M,,*75
$GPGGA,013900.02,3215.99659963,N,11357.98174879,E,1,35,0.5,97.750,M,-17.408,M,,*7A
$GPGGA,013900.04,3215.99659986,N,11357.98174865,E,1,35,0.5,97.751,M,-17.408,M,,*7B
$GPGGA,013900.06,3215.99660011,N,11357.98174873,E,1,35,0.5,97.750,M,-17.408,M,,*72
$GPGGA,013900.08,3215.99660026,N,11357.98174869,E,1,35,0.5,97.750,M,-17.408,M,,*73
$GPGGA,013900.10,3215.99660010,N,11357.98174874,E,1,35,0.5,97.749,M,-17.408,M,,*7B
$GPGGA,013900.12,3215.99659993,N,11357.98174880,E,1,35,0.5,97.750,M,-17.408,M,,*72
$GPGGA,013900.14,3215.99659997,N,11357.98174880,E,1,35,0.5,97.751,M,-17.408,M,,*71
