*69
$GPGGA,013138.02,3216.03307271,N,11358.00069174,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*63
$GPGGA,013138.04,3216.03307275,N,11358.00069173,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129.66
$GPGGA,013138.06,3216.03307279,N,11358.00069172,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*69
$GPGGA,013138.08,3216.03307282,N,11358.00069172,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*63
$GPGGA,013138.10,3216.03307286,N,11358.00069171,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*6D
$GPGGA,013138.12,3216.03307290,N,11358.00069170,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*69
$GPGGA,013138.14,3216.03307293,N,11358.00069170,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*6C
$GPGGA,013138.16,3216.03307297,N,11358.00069169,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*62
$GPGGA,013138.18,3216.03307301,N,11358.00069169,E,2,22,0.6,99.351,M,-17.408,M,46.0,0129*62
$GPGGA,013138.20,3216.03307304,N,11358.00069168,E,2,22,0.6,99.351,M,-17.408,M,46.2,0129*6F
$GPGGA,013138.22,3216.03307308,N,11358.00069167,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*6F
$GPGGA,013138.24,3216.03307312,N,11358.00069167,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*62
$GPGGA,013138.26,3216.03307315,N,11358.00069166,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*66
$GPGGA,013138.28,3216.03307319,N,11358.00069165,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*67
$GPGGA,013138.30,3216.03307323,N,11358.00069165,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*67
$GPGGA,013138.32,3216.03307326,N,11358.00069164,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*61
$GPGGA,013138.34,3216.03307330,N,11358.00069164,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*60
$GPGGA,013138.36,3216.03307333,N,11358.00069163,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*66
$GPGGA,013138.38,3216.03307337,N,11358.00069162,E,2,22,0.6,99.350,M,-17.408,M,46.2,0129*6D
$GPGGA,013138.40,3216.03307341,N,11358.00069162,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*65
$GPGGA,013138.42,3216.03307344,N,11358.00069161,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*61
$GPGGA,013138.44,3216.03307348,N,11358.00069161,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*6B
$GPGGA,013138.46,3216.03307352,N,11358.00069160,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*63
$GPGGA,013138.48,3216.03307355,N,11358.00069159,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*60
$GPGGA,013138.50,3216.03307359,N,11358.00069159,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*65
$GPGGA,013138.52,3216.03307362,N,11358.00069158,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*6E
$GPGGA,013138.54,3216.03307366,N,11358.00069158,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*6C
$GPGGA,013138.56,3216.03307370,N,11358.00069157,E,2,22,0.6,99.350,M,-17.408,M,46.4,0129*66
